name,actor_id,gender,character,actor_popularity,movie_id
Tasuku Hatanaka,1256915.0,2.0,Denki Kaminari (voice),2.375,505262
Kei Shindo,1133615.0,1.0,Kyoka Jiro (voice),1.757,505262
Rikiya Koyama,237076.0,2.0,Wolfram (voice),5.196,505262
Aoi Yuki,936275.0,1.0,Tsuyu Asui (voice),7.31,505262
Eri Kitamura,225999.0,1.0,Mina Ashido (voice),2.89,505262
Kaori Nazuka,203473.0,1.0,Toru Hagakure (voice),2.52,505262
Mitsuru Ogata,1243480.0,2.0,Samuel Abraham (voice),1.566,505262
Akio Otsuka,40451.0,2.0,All For One (voice),4.293,505262
Daigo Yamamoto,2508132.0,2.0,Daigo (voice),0.6,505262
Nobuyuki Hayakawa,2508134.0,2.0,Nobu (voice),0.6,505262
Genta Aoki,2508138.0,0.0,Pilot (voice),0.6,505262
Mami Sugino,2508140.0,0.0,Female reporter (voice),0.6,505262
Kensuke Sato,2385848.0,2.0,Mr. Plastic (voice),1.534,505262
Keiji Hirai,1072135.0,0.0,Electoplant (voice),0.6,505262
Tomomi Kawamura,2508144.0,1.0,Cow Lady (voice),0.6,505262
Kiyotaka Furushima,1251411.0,2.0,Hanta Sero (voice),1.22,505262
Tooru Nara,1251423.0,2.0,Rikido Sato (voice),1.4,505262
Masakazu Nishida,1843286.0,2.0,Mezo Shoji (voice),1.4,505262
Yoshimasa Hosoya,1253008.0,2.0,Fumikage Tokoyami (voice),2.383,505262
Ryohei Kimura,114299.0,2.0,David Shield (young) (voice),3.076,505262
Kenichi Mochizuki,9682.0,2.0,(voice),0.828,505262
Misuzu Togashi,1316009.0,1.0,(voice),1.543,505262
Takayuki Masuda,1323943.0,2.0,(voice),0.6,505262
Aya Kawakami,2890403.0,1.0,(voice),1.38,505262
Masaya Fukunishi,2652077.0,2.0,(voice),1.4,505262
Wakana Minami,2870068.0,1.0,(voice),0.6,505262
Ryota Iwasaki,2019929.0,2.0,(voice),0.781,505262
Haruka Shamoto,2283278.0,2.0,(voice),1.38,505262
Takahiro Sumi,2784782.0,2.0,(voice),0.6,505262
Hiroaki Okuda,2653133.0,2.0,(voice),0.702,505262
Ayako Kamegai,3102754.0,1.0,(voice),0.6,505262
Aisun Kochu,3102761.0,0.0,(voice),0.6,505262
Ai Kobayashi,68918.0,1.0,(voice),0.6,505262
Atsuhiro Saito,3102763.0,2.0,(voice),0.6,505262
Risa Joji,3102766.0,1.0,(voice),0.6,505262
Youko Taniguchi,3102773.0,1.0,(voice),1.38,505262
Yuuya Tabata,3102778.0,2.0,(voice),0.6,505262
Honoka Tsumita,3102779.0,1.0,(voice),0.6,505262
Asami Namiki,3102786.0,1.0,(voice),0.6,505262
Yuka Hojo,3102787.0,0.0,(voice),0.6,505262
Yukiko Yamashita,3102788.0,1.0,(voice),0.6,505262
Isabela Merced,1428070.0,1.0,Lucky Prescott (voice),13.375,637693
Jake Gyllenhaal,131.0,2.0,Jim Prescott (voice),10.387,637693
Julianne Moore,1231.0,1.0,Aunt Cora (voice),11.611,637693
Marsai Martin,1407498.0,1.0,Prudence Granger (voice),4.087,637693
Mckenna Grace,1172108.0,1.0,Abigail Stone (voice),20.158,637693
Walton Goggins,27740.0,2.0,Hendricks (voice),5.276,637693
Gary A. Hecker,1077782.0,2.0,Horse Vocals (voice),0.772,637693
Eiza González,1222992.0,1.0,Milagro Navarro Prescott (voice),6.387,637693
Andre Braugher,6861.0,2.0,Al Granger (voice),3.034,637693
Lucian Perez,2378424.0,2.0,Snips Stone (voice),1.4,637693
Joe Hart,28417.0,2.0,James Prescott Sr. (voice),0.6,637693
Alejandra Blengio,3166069.0,0.0,Valentina (voice),0.6,637693
Bridget Hoffman,173428.0,1.0,Baby Lucky Prescott (voice),0.631,637693
Jerry Clarke,994295.0,0.0,Wrangler / Llama Cowboy (voice),0.98,637693
Gino Montesinos,98401.0,2.0,Wrangler / Rodeo Cowboy (voice),0.6,637693
Gary Anthony Williams,54043.0,2.0,Wrangler (voice),5.645,637693
Renie Rivas,3184561.0,1.0,Lady with Dog (voice),0.6,637693
Lew Temple,37027.0,2.0,Conductor (voice),1.22,637693
Eric Tiede,963939.0,2.0,Townsfolk,1.56,637693
Daniel Radcliffe,10980.0,2.0,Harry Potter,10.702,673
Rupert Grint,10989.0,2.0,Ron Weasley,4.545,673
Emma Watson,10990.0,1.0,Hermione Granger,13.879,673
Gary Oldman,64.0,2.0,Sirius Black,14.538,673
Alan Rickman,4566.0,2.0,Severus Snape,5.824,673
David Thewlis,11207.0,2.0,Remus Lupin,6.542,673
Tom Felton,10993.0,2.0,Draco Malfoy,8.875,673
Michael Gambon,5658.0,2.0,Albus Dumbledore,5.549,673
Robbie Coltrane,1923.0,2.0,Rubeus Hagrid,2.624,673
Emma Thompson,7056.0,1.0,Sybill Trelawney,9.603,673
Maggie Smith,10978.0,1.0,Minerva McGonagall,5.01,673
Bonnie Wright,10991.0,1.0,Ginny Weasley,4.932,673
James Phelps,96851.0,2.0,Fred Weasley,1.13,673
Oliver Phelps,140368.0,2.0,George Weasley,1.336,673
Timothy Spall,9191.0,2.0,Peter Pettigrew,3.972,673
Matthew Lewis,96841.0,2.0,Neville Longbottom,2.652,673
David Bradley,11180.0,2.0,Argus Filch,2.414,673
Julie Walters,477.0,1.0,Molly Weasley,3.025,673
Mark Williams,20999.0,2.0,Arthur Weasley,2.1,673
Richard Griffiths,10983.0,2.0,Vernon Dursley,3.821,673
Fiona Shaw,10981.0,1.0,Petunia Dursley,5.92,673
Harry Melling,10982.0,2.0,Dudley Dursley,3.942,673
Alfred Enoch,234923.0,2.0,Dean Thomas,2.337,673
Devon Murray,234922.0,2.0,Seamus Finnegan,0.612,673
Jamie Waylett,956224.0,2.0,Vincent Crabbe,0.6,673
Josh Herdman,11212.0,2.0,Gregory Goyle,0.884,673
Chris Rankin,10992.0,2.0,Percy Weasley,1.4,673
Robert Hardy,23076.0,2.0,Cornelius Fudge,1.812,673
Pam Ferris,11213.0,1.0,Marge Dursley,9.866,673
Warwick Davis,11184.0,2.0,Filius Flitwick,3.652,673
Dawn French,5539.0,1.0,The Fat Lady,4.735,673
Lee Ingleby,229672.0,2.0,Stan Shunpike,4.928,673
Lenny Henry,53519.0,2.0,Dre Head (voice),0.6,673
Genevieve Gaunt,1437296.0,1.0,Pansy Parkinson,2.594,673
Sitara Shah,1797010.0,0.0,Parvati Patel,0.6,673
Danielle Tabor,1796502.0,1.0,Angelina Johnson,1.763,673
Bronson Webb,75076.0,2.0,Pike,1.278,673
Jim Tavaré,1243166.0,2.0,Tom,0.766,673
Ekow Quartey,1797012.0,2.0,Bem,0.98,673
Jimmy Gardner,1244447.0,2.0,Ernie the Bus Driver,0.6,673
Julie Christie,1666.0,1.0,Madame Rosmerta,3.319,673
Paul Whitehouse,34900.0,2.0,Sir Cadogan,3.778,673
Geraldine Somerville,10988.0,1.0,Lily Potter,1.718,673
Adrian Rawlins,1643.0,2.0,James Potter,1.697,673
Jennifer Smith,1797011.0,0.0,Lavender Brown,0.98,673
Peter Best,1796483.0,0.0,Walden Macnair,0.6,673
Marianne Chase,1757941.0,0.0,Rionach O'Neal,0.6,673
Samantha Clinch,1797014.0,0.0,Eloise Midgen,1.38,673
Kandice Morris,1797013.0,0.0,Kellah,0.6,673
Lewis Barnshaw,1797015.0,0.0,Michael McManus,0.98,673
Violet Columbus,1507605.0,1.0,Girl with Flowers,1.157,673
Ian Brown,182620.0,0.0,Wizard (uncredited),0.6,673
Jason Statham,976.0,2.0,Chev Chelios,27.98,15092
Amy Smart,20189.0,1.0,Eve,14.595,15092
David Carradine,141.0,2.0,Poon Dong,5.226,15092
Dwight Yoakam,20309.0,2.0,Doc Miles,3.571,15092
Bai Ling,39126.0,1.0,Ria,9.555,15092
Clifton Collins Jr.,5365.0,2.0,El Huron,1.791,15092
José Pablo Cantillo,20191.0,2.0,Ricky Verona,2.496,15092
Efren Ramirez,20190.0,2.0,Venus,2.076,15092
Julanne Chidi Hill,168974.0,0.0,Dark Chocolate,1.18,15092
Reno Wilson,117187.0,2.0,Orlando,1.868,15092
Keone Young,91387.0,2.0,Don Kim,1.4,15092
Art Hsu,590820.0,0.0,Johnny Vang,0.6,15092
Joseph Julian Soria,73127.0,2.0,Chico,4.007,15092
Corey Haim,17444.0,2.0,Randy,2.485,15092
Geri Halliwell,47987.0,1.0,Karen Chelios,1.62,15092
William Brent,116446.0,2.0,Young Chev,2.052,15092
Jamie Harris,111195.0,2.0,Talk Show Host,1.96,15092
John de Lancie,11077.0,2.0,Fish Halman,2.037,15092
Ho-Kwan Tse,429401.0,2.0,Chinese Doctor 1,1.008,15092
Galen Yuen,60857.0,2.0,Chinese Doctor 2,1.549,15092
Shu Lan Tuan,209417.0,1.0,Asian Nurse,0.694,15092
Anne Girard,1581943.0,1.0,Nevada,0.98,15092
Yeva-Genevieve Lavlinski,1284345.0,1.0,Pepper,0.6,15092
Reid Harper,1209705.0,2.0,School Classmate,1.396,15092
David Scott Rubin,1639187.0,2.0,Teacher,0.6,15092
Chester Bennington,108661.0,2.0,Hollywood Park Guy,1.4,15092
Setu Taase,59013.0,2.0,Shot Gun Triad,2.368,15092
Eidan Hanzei,1202981.0,2.0,Long Beach Nose Punch Triad,0.692,15092
Najja Meeks,1895588.0,1.0,Sierra,0.98,15092
David Rolas,1895592.0,2.0,Low Rider #1,0.6,15092
David Dooyun Kim,1895595.0,2.0,Young Asian Dude,0.6,15092
Portis Hershey,1895596.0,2.0,Cypress Triad Hood #1,0.6,15092
Atticus Todd,88105.0,2.0,Cypress Fat Chinese Guy,1.467,15092
Peter Mark,1895598.0,2.0,Los Vatos Punk,0.6,15092
Chad Damiani,1895599.0,2.0,Strip Please Cop #1,0.6,15092
Jai Stefan,978844.0,2.0,Donut Cop #1,0.6,15092
Tom Roach,1777773.0,0.0,Donut Cop #2,0.6,15092
Maynard James Keenan,105672.0,2.0,Dog Walker #1,0.6,15092
Danny Lohner,80886.0,2.0,Dog Walker #2,0.84,15092
Danna Hansen,1729745.0,1.0,Glenda Lansing,0.98,15092
Keith Jardine,78890.0,2.0,Inglewood Pedestrian,1.264,15092
Cherinda Kincherlow,1435946.0,0.0,La Precious,0.6,15092
Billy Gillespie,1724927.0,2.0,Inglewood Cop,0.6,15092
Samuel Hubinette,1826457.0,2.0,Ambulance Driver,0.6,15092
Michael Weston,51381.0,2.0,Paramedic #1,4.407,15092
Dan Callahan,27688.0,0.0,Paramedic #2,0.631,15092
Lloyd Kaufman,78021.0,2.0,Maintenance Guy #1,1.424,15092
Joseph D. Reitman,58620.0,2.0,Detective,3.524,15092
Lexington Steele,42328.0,2.0,Striking Actor,1.747,15092
Monique Alexander,135586.0,1.0,Female Porn Star,11.055,15092
Jenna Haze,54725.0,1.0,Female Porn Star #2,1.395,15092
Kate Mulligan,1895601.0,1.0,Female Porn Star #3,0.6,15092
Nick Manning,132093.0,2.0,Male Porn Star,1.96,15092
Ed Powers,1703452.0,2.0,Male Porn Star #2,0.6,15092
Larry Eudene,145560.0,2.0,Male Porn Star #3,0.6,15092
Mandy Amano,71517.0,1.0,Amanda the Yoga Girl,0.98,15092
Jay Xcala,962169.0,2.0,Alex Verona,0.6,15092
Glenn Howerton,77870.0,2.0,Doctor,5.217,15092
Samuel Witwer,46362.0,2.0,(archive footage),4.12,15092
David Baptiste,1510858.0,2.0,Street Thug #1 (uncredited),0.6,15092
Simone Bargetze,114668.0,1.0,Stripper (uncredited),0.996,15092
Patrick Bautista,1895604.0,2.0,Cypress Triad Hood (uncredited),0.6,15092
Sorana Black,1895605.0,1.0,Chinese Hooker (uncredited),0.84,15092
Darryl Chan,92489.0,2.0,Johnny Vang's Bodyguard,1.4,15092
Alexandre Chen,1527746.0,2.0,Cypress Triad Gangster (uncredited),1.943,15092
Rossie Cottrell,1781925.0,1.0,El Huron Golden Bikini Girl (uncredited),0.612,15092
Nick Dash,74231.0,0.0,Club Bouncer (uncredited),0.6,15092
Marisa DeVonish,1895678.0,1.0,Bikini Dancer (uncredited),0.6,15092
Sabrina Diaz,1539472.0,1.0,El Heron Bikini Girl (uncredited),0.6,15092
Tony Flores,1451078.0,2.0,El Huron Vato (uncredited),0.6,15092
Menina Fortunato,1215402.0,1.0,Yoga Student (uncredited),0.6,15092
Toni Fox,1895699.0,1.0,Bikini Dancer (uncredited),0.652,15092
Sharlene Grover,1781965.0,1.0,Yoga Student (uncredited),0.694,15092
Jen Halperin,1895702.0,1.0,Stripper (uncredited),0.6,15092
Lauren Holly,34485.0,1.0,Psychiatrist (uncredited),5.415,15092
Leo Ibanez,1423261.0,0.0,Mexican Gardener (uncredited),0.6,15092
Hannah Landberg,1299441.0,1.0,Specialty Girl (uncredited),0.6,15092
Josiah D. Lee,64374.0,2.0,Thug (uncredited),1.094,15092
Rosa Lee,1895703.0,1.0,Nurse (uncredited),0.6,15092
Raven Lexy,98294.0,1.0,Specialty Girl (uncredited),0.6,15092
Erin Micklow,1539504.0,1.0,Skater Girl (uncredited),0.6,15092
Alan Mueting,1450777.0,0.0,Hollywood Park Gambler (uncredited),0.98,15092
Bibiana Navas,1781991.0,1.0,Hot Girl (uncredited),1.05,15092
Christine Q. Nguyen,1895704.0,1.0,Ria's Friend (uncredited),0.6,15092
Jimmy Ortega,4606.0,2.0,Groundskeeper (uncredited),1.22,15092
Nicole Randall,1402687.0,1.0,Strip Please Gang,0.828,15092
C. Frederick Secrease,1895706.0,2.0,Biker (uncredited),0.6,15092
Teemaree,1895707.0,1.0,Stripper (uncredited),0.6,15092
Kurly Tlapoyawa,99145.0,2.0,El Huron Bodyguard,0.694,15092
Toonyun,239954.0,1.0,Chinese Hooker #2 (uncredited),0.6,15092
Brandon Trost,64227.0,2.0,White Slave Boy (uncredited),0.716,15092
Jason Trost,1009255.0,2.0,Yoga Instructor (uncredited),1.253,15092
Tricia Trotter,1597880.0,1.0,Bodyguard,0.6,15092
Janna VanHeertum,1496350.0,1.0,Yoga Instructor (uncredited),0.98,15092
Peter Vasquez,174560.0,2.0,Vato Punk (uncredited),1.614,15092
Holly Weber,36072.0,1.0,Goldie (uncredited),1.764,15092
James Corden,55466.0,2.0,Peter Rabbit (voice),2.219,522478
Rose Byrne,9827.0,1.0,Bea,16.867,522478
Domhnall Gleeson,93210.0,2.0,Mr. Thomas McGregor,9.21,522478
David Oyelowo,35013.0,2.0,Nigel Basil-Jones,1.583,522478
Margot Robbie,234352.0,1.0,Flopsy (voice),22.258,522478
Elizabeth Debicki,1133349.0,1.0,Mopsy (voice),7.087,522478
Lennie James,1120.0,2.0,Barnabas (voice),5.178,522478
Aimee Horne,2578179.0,0.0,Cotton-tail (voice),1.38,522478
Colin Moody,143271.0,0.0,Benjamin Bunny (voice),0.6,522478
Sia,1136517.0,1.0,Mrs. Tiggy-Winkle (voice),1.425,522478
Hayley Atwell,39459.0,1.0,Mittens (voice),8.609,522478
Damon Herriman,62752.0,2.0,Tom Kitten (voice),1.882,522478
Rupert Degas,211412.0,0.0,Samuel Whiskers / Little Pig Robinson (voice),1.123,522478
Ewen Leslie,59119.0,0.0,Pigling Bland (voice),0.694,522478
Sam Neill,4783.0,2.0,Tommy Brock (voice),12.111,522478
David Wenham,1371.0,2.0,Johnny Town-Mouse (voice),5.706,522478
Will Reichelt,1991912.0,0.0,JW Rooster III (voice),0.6,522478
Matt Villa,966022.0,2.0,Felix D’eer (voice),0.6,522478
Stewart Alves,1452995.0,0.0,Mr. Tod (voice),1.052,522478
Tim Minchin,89564.0,2.0,"Busker K. Bushy, Esq.",1.586,522478
Daniel Radcliffe,10980.0,2.0,Harry Potter,10.702,675
Rupert Grint,10989.0,2.0,Ron Weasley,4.545,675
Emma Watson,10990.0,1.0,Hermione Granger,13.879,675
Michael Gambon,5658.0,2.0,Albus Dumbledore,5.549,675
Ralph Fiennes,5469.0,2.0,Lord Voldemort,14.63,675
Tom Felton,10993.0,2.0,Draco Malfoy,8.875,675
Alan Rickman,4566.0,2.0,Severus Snape,5.824,675
Robbie Coltrane,1923.0,2.0,Rubeus Hagrid,2.624,675
Maggie Smith,10978.0,1.0,Minerva McGonagall,5.01,675
Helena Bonham Carter,1283.0,1.0,Bellatrix Lestrange,6.043,675
Brendan Gleeson,2039.0,2.0,Alastor 'Mad­Eye' Moody,4.328,675
Gary Oldman,64.0,2.0,Sirius Black,14.538,675
Jason Isaacs,11355.0,2.0,Lucius Malfoy,16.009,675
Imelda Staunton,11356.0,1.0,Dolores Umbridge,3.382,675
Matthew Lewis,96841.0,2.0,Neville Longbottom,2.652,675
Bonnie Wright,10991.0,1.0,Ginny Weasley,4.932,675
James Phelps,96851.0,2.0,Fred Weasley,1.13,675
Oliver Phelps,140368.0,2.0,George Weasley,1.336,675
Evanna Lynch,140367.0,1.0,Luna Lovegood,3.889,675
Richard Griffiths,10983.0,2.0,Vernon Dursley,3.821,675
Fiona Shaw,10981.0,1.0,Petunia Dursley,5.92,675
Robert Hardy,23076.0,2.0,Cornelius Fudge,1.812,675
Emma Thompson,7056.0,1.0,Sybil Trelawney,9.603,675
Julie Walters,477.0,1.0,Molly Weasley,3.025,675
David Thewlis,11207.0,2.0,Remus Lupin,6.542,675
Natalia Tena,3300.0,1.0,Nymphadora Tonks,5.493,675
Harry Melling,10982.0,2.0,Dudley Dursley,3.942,675
David Bradley,11180.0,2.0,Argus Filch,2.414,675
Mark Williams,20999.0,2.0,Arthur Weasley,2.1,675
Katie Leung,234933.0,1.0,Cho Chang,12.488,675
Chris Rankin,10992.0,2.0,Percy Weasley,1.4,675
Devon Murray,234922.0,2.0,Seamus Finnigan,0.612,675
Alfred Enoch,234923.0,2.0,Dean Thomas,2.337,675
Warwick Davis,11184.0,2.0,Filius Flitwick,3.652,675
Jamie Waylett,956224.0,2.0,Vincent Crabbe,0.6,675
Josh Herdman,11212.0,2.0,Gregory Goyle,0.884,675
Shefali Chowdhury,234925.0,1.0,Parvati Patil,1.3,675
Afshan Azad,234926.0,1.0,Padma Patil,0.652,675
Geraldine Somerville,10988.0,1.0,Lily Potter,1.718,675
Adrian Rawlins,1643.0,2.0,James Potter,1.697,675
Kathryn Hunter,72309.0,1.0,Arabella Figg,0.6,675
George Harris,2247.0,2.0,Kingsley Shacklebolt,1.38,675
Peter Cartwright,186070.0,2.0,Elphias Doge,0.6,675
Brigitte Millar,1093974.0,1.0,Emmeline Vance,0.833,675
Sian Thomas,17069.0,1.0,Amelia Bones,2.391,675
Apple Brook,1093976.0,0.0,Wilhelmina Grubbly-Plank,0.98,675
William Melling,568374.0,2.0,Nigel Wolpert,0.6,675
Jim McManus,144867.0,2.0,Aberforth Dumbledore,0.63,675
Nick Shirm,1093977.0,0.0,Zacharias Smith,0.6,675
Ryan Nelson,189689.0,2.0,Michael Corner,0.6,675
Sam Beazley,192865.0,2.0,Everard,1.4,675
John Atterbury,559759.0,0.0,Phineas Nigellus Black,0.98,675
Richard Leaf,16792.0,2.0,John Dawlish,1.357,675
Timothy Spall,9191.0,2.0,Peter Pettigrew,3.972,675
Lauren Shotton,1796482.0,0.0,Pansy Parkinson,0.6,675
Nicholas Blane,133031.0,0.0,Bob,1.96,675
Jason Boyd,1093972.0,0.0,Piers Polkiss,1.259,675
Richard Macklin,1093973.0,0.0,Malcolm,1.4,675
Christopher Rithin,1054379.0,0.0,Dennis,0.6,675
Tony Maudsley,79856.0,2.0,Grawp,0.98,675
Timothy Bateson,3548.0,2.0,Kreacher (voice),0.709,675
Jessica Hynes,47730.0,1.0,Mafalda Hopkirk (voice),3.2,675
Michael Wildman,30085.0,2.0,Magorian,0.786,675
Jason Piper,1173241.0,2.0,Bane,0.677,675
Arben Bajraktaraj,234921.0,2.0,Antonin Dolohov,3.105,675
Peter Best,1796483.0,0.0,Walden Macnair,0.6,675
Richard Trinder,1796485.0,0.0,Augustus Rookwood,0.6,675
Richard Cubison,1229241.0,2.0,Jugson,0.786,675
Tav MacDougall,1796484.0,0.0,Travers,0.6,675
Alec Hopkins,1796478.0,0.0,Young Severus Snape,0.84,675
Robbie Jarvis,568390.0,0.0,Young James Potter,1.38,675
James Walters,1796479.0,0.0,Young Sirius Black,0.6,675
Charles Hughes,1796480.0,0.0,Young Peter Pettigrew,0.6,675
James Utechin,1796481.0,0.0,Young Remus Lupin,0.98,675
James Payton,1387292.0,2.0,Frank Longbottom,1.092,675
Lisa Wood,1796489.0,0.0,Alice Longbottom,0.6,675
Cliff Lanning,1631516.0,2.0,Edgar Bones,0.714,675
Miles Jupp,221857.0,2.0,TV Weatherman,1.22,675
Jamie Wolpert,1093975.0,0.0,Newspaper Vendor,0.6,675
Daisy Haggard,209458.0,1.0,Voice of Lift,3.182,675
Nathan Clarke,2238736.0,0.0,Gryffindor Student,1.4,675
David Heyman,10968.0,2.0,Healer in Portrait (uncredited),0.84,675
Daniel Radcliffe,10980.0,2.0,Harry Potter,10.702,12445
Rupert Grint,10989.0,2.0,Ron Weasley,4.545,12445
Emma Watson,10990.0,1.0,Hermione Granger,13.879,12445
Alan Rickman,4566.0,2.0,Severus Snape,5.824,12445
Ralph Fiennes,5469.0,2.0,Lord Voldemort,14.63,12445
Helena Bonham Carter,1283.0,1.0,Bellatrix Lestrange,6.043,12445
David Ryall,27822.0,2.0,Elphias Doge,2.113,12445
Maggie Smith,10978.0,1.0,Minerva McGonagall,5.01,12445
Bonnie Wright,10991.0,1.0,Ginny Weasley,4.932,12445
Evanna Lynch,140367.0,1.0,Luna Lovegood,3.889,12445
Matthew Lewis,96841.0,2.0,Neville Longbottom,2.652,12445
Tom Felton,10993.0,2.0,Draco Malfoy,8.875,12445
Devon Murray,234922.0,2.0,Seamus Finnigan,0.612,12445
David Thewlis,11207.0,2.0,Remus Lupin,6.542,12445
Oliver Phelps,140368.0,2.0,George Weasley,1.336,12445
James Phelps,96851.0,2.0,Fred Weasley,1.13,12445
Jason Isaacs,11355.0,2.0,Lucius Malfoy,16.009,12445
Robbie Coltrane,1923.0,2.0,Rubeus Hagrid,2.624,12445
Warwick Davis,11184.0,2.0,Filius Flitwick / Griphook,3.652,12445
Ciarán Hinds,8785.0,2.0,Aberforth Dumbledore,10.524,12445
Helen McCrory,15737.0,1.0,Narcissa Malfoy,10.877,12445
Natalia Tena,3300.0,1.0,Nymphadora Tonks,5.493,12445
George Harris,2247.0,2.0,Kingsley Shacklebolt,1.38,12445
Jim Broadbent,388.0,2.0,Horace Slughorn,4.222,12445
Domhnall Gleeson,93210.0,2.0,Bill Weasley,9.21,12445
Clémence Poésy,11291.0,1.0,Fleur Delacour,3.501,12445
Emma Thompson,7056.0,1.0,Sybill Trelawney,9.603,12445
Gemma Jones,9138.0,1.0,Poppy Pomfrey,4.769,12445
Julie Walters,477.0,1.0,Molly Weasley,3.025,12445
Mark Williams,20999.0,2.0,Arthur Weasley,2.1,12445
Michael Gambon,5658.0,2.0,Albus Dumbledore,5.549,12445
David Bradley,11180.0,2.0,Argus Filch,2.414,12445
Miriam Margolyes,6199.0,1.0,Pomona Sprout,4.668,12445
Peter Mullan,3064.0,2.0,Yaxley,3.322,12445
Timothy Spall,9191.0,2.0,Peter Pettigrew,3.972,12445
Arben Bajraktaraj,234921.0,2.0,Antonin Dolohov,3.105,12445
Pauline Stone,166242.0,1.0,Nurse Wainscott,0.6,12445
Ralph Ineson,202032.0,2.0,Amycus Carrow,6.43,12445
Suzie Toase,234918.0,0.0,Alecto Carrow,0.6,12445
Chris Rankin,10992.0,2.0,Percy Weasley,1.4,12445
Rod Hunt,234919.0,2.0,Thorfinn Rowle,0.828,12445
Dave Legeno,60348.0,2.0,Fenrir Greyback,0.766,12445
Nick Moran,975.0,2.0,Scabior,1.249,12445
Guy Henry,40638.0,2.0,Pius Thicknesse,2.267,12445
Anna Shaffer,234929.0,1.0,Romilda Vane,1.667,12445
Alfred Enoch,234923.0,2.0,Dean Thomas,2.337,12445
Jessie Cave,234924.0,1.0,Lavender Brown,1.4,12445
Shefali Chowdhury,234925.0,1.0,Parvati Patil,1.3,12445
Afshan Azad,234926.0,1.0,Padma Patil,0.652,12445
Louis Cordice,234927.0,0.0,Blaise Zabini,0.6,12445
Josh Herdman,11212.0,2.0,Gregory Goyle,0.884,12445
Scarlett Hefner,234928.0,1.0,Pansy Parkinson,6.292,12445
Isabella Laughland,234930.0,0.0,Leanne,0.603,12445
Jamie Marks,234932.0,2.0,Ernie Macmillan,0.6,12445
Katie Leung,234933.0,1.0,Cho Chang,12.488,12445
Georgina Leonidas,174398.0,1.0,Katie Bell,1.828,12445
Freddie Stroma,234934.0,2.0,Cormac McLaggen,1.893,12445
John Hurt,5049.0,2.0,Mr. Ollivander,7.505,12445
Kelly Macdonald,9015.0,1.0,Helena Ravenclaw,3.912,12445
Gary Oldman,64.0,2.0,Sirius Black,14.538,12445
Adrian Rawlins,1643.0,2.0,James Potter,1.697,12445
Geraldine Somerville,10988.0,1.0,Lily Potter,1.718,12445
Anthony Allgood,568370.0,0.0,Gringotts Guard,0.6,12445
Rusty Goffe,252527.0,2.0,Aged Gringotts Goblin,1.214,12445
Benn Northover,561028.0,2.0,Hogsmeade Death Eater,1.104,12445
Ian Peck,208467.0,0.0,Hogsmeade Death Eater,1.535,12445
Hebe Beardsall,568371.0,1.0,Ariana Dumbledore,1.22,12445
William Melling,568374.0,2.0,Nigel,0.6,12445
Sian Grace Phillips,568376.0,0.0,Screaming Girl,0.6,12445
Amber Evans,568379.0,0.0,Twin Girl 1,0.6,12445
Ruby Evans,568380.0,0.0,Twin Girl 2,1.38,12445
Jon Key,568382.0,0.0,Bogrod,0.6,12445
Phil Wright,2456012.0,2.0,Giant,0.6,12445
Gary Sayer,568383.0,0.0,Giant,0.6,12445
Tony Adkins,568384.0,0.0,Giant,0.6,12445
Penelope McGhie,568385.0,0.0,Death Eater,0.6,12445
Ellie Darcey-Alden,568386.0,1.0,Young Lily Potter,0.6,12445
Ariella Paradise,568387.0,0.0,Young Petunia Dursley,0.6,12445
Benedict Clarke,568388.0,0.0,Young Severus Snape,0.6,12445
Alfie McIlwain,1320593.0,0.0,Young James Potter,0.6,12445
Rohan Gotobed,568391.0,2.0,Young Sirius Black,1.4,12445
Toby Papworth,568392.0,0.0,Baby Harry Potter,0.6,12445
Peter G. Reed,568393.0,0.0,Death Eater,0.6,12445
Judith Sharp,568394.0,0.0,Death Eater,0.6,12445
Emil Hoștină,209884.0,2.0,Death Eater,1.538,12445
Bob Yves Van Hellenberg Hubar,568395.0,0.0,Death Eater,0.6,12445
Granville Saxton,142747.0,0.0,Death Eater,0.6,12445
Tony Kirwood,568396.0,0.0,Death Eater,0.6,12445
Ashley McGuire,69476.0,1.0,Death Eater,1.4,12445
Arthur Bowen,568397.0,0.0,Albus Severus Potter (19 Years Later),0.6,12445
Daphne de Beistegui,568398.0,0.0,Lily Luna Potter (19 Years Later),0.6,12445
Will Dunn,568399.0,0.0,James Sirius Potter (19 Years Later),0.6,12445
Jade Gordon,180730.0,1.0,Astoria Malfoy (19 Years Later),0.6,12445
Bertie Gilbert,568402.0,2.0,Scorpius Malfoy (19 Years Later),0.694,12445
Helena Barlow,561247.0,1.0,Rose Weasley (19 Years Later),1.098,12445
Ryan Turner,568403.0,0.0,Hugo Weasley (19 Years Later),0.6,12445
Jamie Campbell Bower,83356.0,2.0,Young Gellert Grindelwald,3.053,12445
Luke Newberry,214019.0,2.0,Teddy Lupin,1.14,12445
Sean Biggerstaff,11179.0,2.0,Oliver Wood,3.346,12445
Leslie Phillips,10655.0,2.0,The Sorting Hat,1.441,12445
Graham Duff,1224773.0,0.0,Death Eater,1.4,12445
Keijo J. Salmela,1954273.0,0.0,Gringotts Goblin,0.6,12445
Paul Bailey,2547975.0,2.0,Gryffindor Student (uncredited),0.6,12445
